Sport,Date,Time,School,Weekday,Time_dt,EventDate,season_start,season_end,start_min,end_min_raw,end_min
Basketball,2024-12-19,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-12-19,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-19,2:30pm - 5:30pm,Chancellor High School,Thursday,,2024-12-19,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-19,5:30pm - 8:30pm,Chancellor High School,Thursday,,2024-12-19,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-19,8:30pm - 9:30pm,Chancellor High School,Thursday,,2024-12-19,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-12-20,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-12-20,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-20,5:00pm,Chancellor High School,Friday,17:00:00,2024-12-20,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2024-12-20,6:00pm,Chancellor High School,Friday,18:00:00,2024-12-20,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2024-12-21,4:00pm,Chancellor High School,Saturday,16:00:00,2024-12-21,2024-11-11,2025-03-30,960.0,,1140.0
Wrestling,2024-12-23,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-23,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Swim & Dive,2024-12-23,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-12-23,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2024-12-24,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-24,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-27,2:30pm - 5:30pm,Chancellor High School,Friday,,2024-12-27,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Basketball,2024-12-27,5:30pm - 8:30pm,Chancellor High School,Friday,,2024-12-27,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-27,8:30pm - 9:30pm,Chancellor High School,Friday,,2024-12-27,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-28,4:30pm,Chancellor High School,Saturday,16:30:00,2024-12-28,2024-11-11,2025-03-30,990.0,,1170.0
Basketball,2024-12-30,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-30,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-30,2:30pm - 5:30pm,Chancellor High School,Monday,,2024-12-30,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-30,5:30pm - 8:30pm,Chancellor High School,Monday,,2024-12-30,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Basketball,2024-12-30,6:15pm,Chancellor High School,Monday,18:15:00,2024-12-30,2024-11-11,2025-03-30,1095.0,,1275.0
Swim & Dive,2024-12-30,8:30pm - 9:30pm,Chancellor High School,Monday,,2024-12-30,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2024-12-31,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-31,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2024-12-31,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2024-12-31,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2024-12-31,5:30pm - 8:30pm,Chancellor High School,Tuesday,,2024-12-31,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2024-12-31,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2024-12-31,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-01-02,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-01-02,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Basketball,2025-01-02,5:30pm - 8:30pm,Chancellor High School,Thursday,,2025-01-02,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Wrestling,2025-01-03,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-01-03,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-03,5:00pm,Chancellor High School,Friday,17:00:00,2025-01-03,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-03,8:30pm - 9:30pm,Chancellor High School,Friday,,2025-01-03,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-01-07,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-01-07,2024-11-11,2025-03-30,1020.0,,1200.0
Wrestling,2025-01-07,6:00pm,Chancellor High School,Tuesday,18:00:00,2025-01-07,2024-11-11,2025-02-22,1080.0,,1260.0
Wrestling,2025-01-08,6:00pm,Chancellor High School,Wednesday,18:00:00,2025-01-08,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-10,5:00pm,Chancellor High School,Friday,17:00:00,2025-01-10,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-10,6:00pm,Chancellor High School,Friday,18:00:00,2025-01-10,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-13,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-01-13,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-13,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-01-13,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-13,5:30pm - 8:30pm,Chancellor High School,Monday,,2025-01-13,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-01-13,8:30pm - 9:30pm,Chancellor High School,Monday,,2025-01-13,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-14,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-01-14,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-14,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-01-14,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-14,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2025-01-14,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-01-15,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-01-15,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-15,6:00pm,Chancellor High School,Wednesday,18:00:00,2025-01-15,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-15,7:30pm - 9:00pm,Chancellor High School,Wednesday,,2025-01-15,2024-11-11,2025-03-30,1170.0,1260.0,1260.0
Swim & Dive,2025-01-15,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2025-01-15,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-01-16,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-01-16,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-16,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-01-16,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-16,5:00pm,Chancellor High School,Thursday,17:00:00,2025-01-16,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-16,8:30pm - 9:30pm,Chancellor High School,Thursday,,2025-01-16,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-17,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-01-17,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-17,5:00pm,Chancellor High School,Friday,17:00:00,2025-01-17,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-17,6:00pm,Chancellor High School,Friday,18:00:00,2025-01-17,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-18,6:00pm,Chancellor High School,Saturday,18:00:00,2025-01-18,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2025-01-20,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-01-20,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-20,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-01-20,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-20,5:30pm - 8:30pm,Chancellor High School,Monday,,2025-01-20,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-01-20,8:30pm - 9:30pm,Chancellor High School,Monday,,2025-01-20,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-21,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-01-21,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-21,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-01-21,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-21,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2025-01-21,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-01-22,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-01-22,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-22,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-01-22,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-22,5:30pm - 8:30pm,Chancellor High School,Wednesday,,2025-01-22,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-01-22,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2025-01-22,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-23,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-01-23,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-23,5:00pm,Chancellor High School,Thursday,17:00:00,2025-01-23,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-23,8:30pm - 9:30pm,Chancellor High School,Thursday,,2025-01-23,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-24,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-01-24,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-24,5:00pm,Chancellor High School,Friday,17:00:00,2025-01-24,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-24,6:00pm,Chancellor High School,Friday,18:00:00,2025-01-24,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-27,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-01-27,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-27,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-01-27,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-27,5:30pm - 8:30pm,Chancellor High School,Monday,,2025-01-27,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-01-27,8:30pm - 9:30pm,Chancellor High School,Monday,,2025-01-27,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-28,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-01-28,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-28,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-01-28,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-28,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2025-01-28,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-01-29,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-01-29,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-01-29,6:00pm,Chancellor High School,Wednesday,18:00:00,2025-01-29,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-01-29,7:30pm - 9:00pm,Chancellor High School,Wednesday,,2025-01-29,2024-11-11,2025-03-30,1170.0,1260.0,1260.0
Swim & Dive,2025-01-29,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2025-01-29,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-30,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-01-30,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-30,5:00pm,Chancellor High School,Thursday,17:00:00,2025-01-30,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-01-30,8:30pm - 9:30pm,Chancellor High School,Thursday,,2025-01-30,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-01-31,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-01-31,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-01-31,5:00pm,Chancellor High School,Friday,17:00:00,2025-01-31,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-01,6:00pm,Chancellor High School,Saturday,18:00:00,2025-02-01,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-02-03,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-03,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-03,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-03,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-03,5:30pm - 8:30pm,Chancellor High School,Monday,,2025-02-03,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-02-03,8:30pm - 9:30pm,Chancellor High School,Monday,,2025-02-03,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-02-04,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-02-04,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-04,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-02-04,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-04,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2025-02-04,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-02-05,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-02-05,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-05,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-02-05,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-05,5:30pm - 8:30pm,Chancellor High School,Wednesday,,2025-02-05,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-02-05,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2025-02-05,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-02-06,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-06,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-06,5:00pm,Chancellor High School,Thursday,17:00:00,2025-02-06,2024-11-11,2025-03-30,1020.0,,1200.0
Wrestling,2025-02-07,4:00pm,Chancellor High School,Friday,16:00:00,2025-02-07,2024-11-11,2025-02-22,960.0,,1140.0
Basketball,2025-02-07,5:00pm,Chancellor High School,Friday,17:00:00,2025-02-07,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-07,6:00pm,Chancellor High School,Friday,18:00:00,2025-02-07,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-02-10,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-10,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-10,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-10,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-10,5:30pm - 8:30pm,Chancellor High School,Monday,,2025-02-10,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-02-10,8:30pm - 9:30pm,Chancellor High School,Monday,,2025-02-10,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-02-11,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-02-11,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-11,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-02-11,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-11,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2025-02-11,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-02-12,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-02-12,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-12,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-02-12,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-12,5:30pm - 8:30pm,Chancellor High School,Wednesday,,2025-02-12,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-02-12,8:30pm - 9:30pm,Chancellor High School,Wednesday,,2025-02-12,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-02-13,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-13,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-13,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-13,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-13,5:30pm - 8:30pm,Chancellor High School,Thursday,,2025-02-13,2024-11-11,2025-03-30,1050.0,1230.0,1230.0
Swim & Dive,2025-02-13,8:30pm - 9:30pm,Chancellor High School,Thursday,,2025-02-13,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-02-14,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-14,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-14,5:00pm,Chancellor High School,Friday,17:00:00,2025-02-14,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-14,6:00pm,Chancellor High School,Friday,18:00:00,2025-02-14,2024-11-11,2025-02-22,1080.0,,1260.0
Basketball,2025-02-17,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-17,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-17,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-17,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Swim & Dive,2025-02-17,8:30pm - 9:30pm,Chancellor High School,Monday,,2025-02-17,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Wrestling,2025-02-18,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-02-18,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Basketball,2025-02-18,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-02-18,2024-11-11,2025-03-30,1020.0,,1200.0
Swim & Dive,2025-02-18,8:30pm - 9:30pm,Chancellor High School,Tuesday,,2025-02-18,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-02-21,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-21,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Wrestling,2025-02-21,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-21,2024-11-11,2025-02-22,870.0,1050.0,1050.0
Swim & Dive,2025-02-21,8:30pm - 9:30pm,Chancellor High School,Friday,,2025-02-21,2024-11-11,2025-02-22,1230.0,1290.0,1290.0
Basketball,2025-02-24,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-02-24,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Basketball,2025-02-24,6:00pm,Chancellor High School,Monday,18:00:00,2025-02-24,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2025-02-25,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-02-25,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Basketball,2025-02-25,6:00pm,Chancellor High School,Tuesday,18:00:00,2025-02-25,2024-11-11,2025-03-30,1080.0,,1260.0
Basketball,2025-02-26,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-02-26,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Baseball,2025-02-27,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-27,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-02-27,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-27,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Basketball,2025-02-27,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-27,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Softball,2025-02-27,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-02-27,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-02-27,5:30pm - 8:30pm,Chancellor High School,Thursday,,2025-02-27,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Basketball,2025-02-27,6:00pm,Chancellor High School,Thursday,18:00:00,2025-02-27,2024-11-11,2025-03-30,1080.0,,1260.0
Baseball,2025-02-28,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-28,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-02-28,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-28,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Basketball,2025-02-28,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-28,2024-11-11,2025-03-30,870.0,1050.0,1050.0
Softball,2025-02-28,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-02-28,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-02-28,5:30pm - 8:30pm,Chancellor High School,Friday,,2025-02-28,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Basketball,2025-02-28,6:00pm,Chancellor High School,Friday,18:00:00,2025-02-28,2024-11-11,2025-03-30,1080.0,,1260.0
Baseball,2025-03-03,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-03-03,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-03,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-03-03,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-03,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-03-03,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-03,5:30pm - 8:30pm,Chancellor High School,Monday,,2025-03-03,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Baseball,2025-03-04,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-03-04,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-04,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-03-04,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-04,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-03-04,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-04,5:30pm - 8:30pm,Chancellor High School,Tuesday,,2025-03-04,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Baseball,2025-03-05,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-03-05,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-05,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-03-05,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-05,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-03-05,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-05,5:30pm - 8:30pm,Chancellor High School,Wednesday,,2025-03-05,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Baseball,2025-03-06,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-03-06,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-06,2:30pm - 5:30pm,Chancellor High School,Thursday,,2025-03-06,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Tennis,2025-03-06,4:30pm,Chancellor High School,Thursday,16:30:00,2025-03-06,2025-03-01,2025-05-15,990.0,,1170.0
Soccer,2025-03-06,6:00pm,Chancellor High School,Thursday,18:00:00,2025-03-06,2025-02-24,2025-06-14,1080.0,,1260.0
Soccer,2025-03-07,2:30pm - 5:30pm,Chancellor High School,Friday,,2025-03-07,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Baseball,2025-03-07,5:00pm,Chancellor High School,Friday,17:00:00,2025-03-07,2025-02-24,2025-06-14,1020.0,,1200.0
Softball,2025-03-07,5:00pm,Chancellor High School,Friday,17:00:00,2025-03-07,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-03-07,5:30pm - 8:30pm,Chancellor High School,Friday,,2025-03-07,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Baseball,2025-03-10,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-03-10,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-10,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-03-10,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-10,2:30pm - 5:30pm,Chancellor High School,Monday,,2025-03-10,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-10,5:30pm,Chancellor High School,Monday,17:30:00,2025-03-10,2025-02-24,2025-06-14,1050.0,,1230.0
Basketball,2025-03-10,6:00pm - 8:00pm,Chancellor High School,Monday,,2025-03-10,2024-11-11,2025-03-30,1080.0,1200.0,1200.0
Baseball,2025-03-11,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-03-11,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-11,2:30pm - 5:30pm,Chancellor High School,Tuesday,,2025-03-11,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-11,5:00pm,Chancellor High School,Tuesday,17:00:00,2025-03-11,2025-02-24,2025-06-14,1020.0,,1200.0
Soccer,2025-03-11,5:30pm - 8:30pm,Chancellor High School,Tuesday,,2025-03-11,2025-02-24,2025-06-14,1050.0,1230.0,1230.0
Baseball,2025-03-12,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-03-12,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Soccer,2025-03-12,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-03-12,2025-02-24,2025-06-14,870.0,1050.0,1050.0
Softball,2025-03-12,2:30pm - 5:30pm,Chancellor High School,Wednesday,,2025-03-12,2025-02-24,2025-06-14,870.0,1050.0,1050.0
