Sport,Date,Time,School
Girls Soccer,2025-04-16,5:30pm - 8:30pm,Chancellor High School
Guidance Office,2025-04-16,6:00pm - 7:00pm,Chancellor High School
Boys Basketball,2025-04-16,7:00pm - 9:00pm,Chancellor High School
Football,2025-04-17,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-17,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-17,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-17,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-04-17,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-17,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-17,4:00pm,Chancellor High School
Tennis,2025-04-17,4:00pm,Chancellor High School
Outdoor Track,2025-04-17,4:30pm,Chancellor High School
Outdoor Track,2025-04-17,4:30pm,Chancellor High School
Girls Basketball,2025-04-17,6:00pm - 8:00pm,Chancellor High School
Holiday for Teachers and Students,2025-04-18,,Chancellor High School
Track,2025-04-18,2:30pm - 5:00pm,Chancellor High School
Boys Soccer,2025-04-18,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-18,4:00pm,Chancellor High School
Baseball,2025-04-18,4:30pm,Chancellor High School
Outside Group,2025-04-18,4:30pm - 7:30pm,Chancellor High School
Soccer,2025-04-18,5:30pm,Chancellor High School
Soccer,2025-04-18,5:30pm,Chancellor High School
Softball,2025-04-18,6:00pm,Chancellor High School
Baseball,2025-04-18,6:45pm,Chancellor High School
Soccer,2025-04-18,7:00pm,Chancellor High School
Soccer,2025-04-18,7:00pm,Chancellor High School
Holiday for Teachers and Students,2025-04-21,,Chancellor High School
Football,2025-04-21,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-21,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-21,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-21,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-21,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-04-21,5:30pm - 8:30pm,Chancellor High School
Baseball,2025-04-21,6:00pm,Chancellor High School
Softball,2025-04-21,6:00pm,Chancellor High School
Boys Basketball,2025-04-21,7:00pm - 9:00pm,Chancellor High School
Tennis,2025-04-22,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-22,2:30pm - 5:00pm,Chancellor High School
Tennis,2025-04-22,4:00pm,Chancellor High School
Tennis,2025-04-22,4:00pm,Chancellor High School
Baseball,2025-04-22,5:00pm,Chancellor High School
Soccer,2025-04-22,5:30pm,Chancellor High School
Soccer,2025-04-22,5:30pm,Chancellor High School
Baseball,2025-04-22,6:00pm,Chancellor High School
Softball,2025-04-22,6:00pm,Chancellor High School
Girls Basketball,2025-04-22,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-04-22,7:00pm,Chancellor High School
Soccer,2025-04-22,7:00pm,Chancellor High School
New Teacher meetings,2025-04-23,2:30pm - 3:30pm,Chancellor High School
Football,2025-04-23,2:30pm - 4:00pm,Chancellor High School
Baseball,2025-04-23,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-23,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-04-23,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-23,2:30pm - 5:30pm,Chancellor High School
Outdoor Track,2025-04-23,4:00pm,Chancellor High School
Tennis,2025-04-23,4:00pm,Chancellor High School
Tennis,2025-04-23,4:00pm,Chancellor High School
Outdoor Track,2025-04-23,4:30pm,Chancellor High School
Outdoor Track,2025-04-23,4:30pm,Chancellor High School
Girls Soccer,2025-04-23,5:30pm - 8:30pm,Chancellor High School
Boys Basketball,2025-04-23,7:00pm - 9:00pm,Chancellor High School
Field Trip,2025-04-23,9:45am - 2:00pm,Chancellor High School
Football,2025-04-24,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-04-24,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-24,2:30pm - 5:00pm,Chancellor High School
Soccer,2025-04-24,5:30pm,Chancellor High School
Soccer,2025-04-24,5:30pm,Chancellor High School
Baseball,2025-04-24,6:00pm,Chancellor High School
Baseball,2025-04-24,6:00pm,Chancellor High School
Softball,2025-04-24,6:00pm,Chancellor High School
Girls Basketball,2025-04-24,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-04-24,7:00pm,Chancellor High School
Soccer,2025-04-24,7:00pm,Chancellor High School
Girls Soccer,2025-04-25,2:30pm - 4:00pm,Chancellor High School
Track,2025-04-25,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-25,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-25,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-25,4:00pm,Chancellor High School
Tennis,2025-04-25,4:00pm,Chancellor High School
Soccer,2025-04-25,5:30pm,Chancellor High School
Soccer,2025-04-25,7:00pm,Chancellor High School
Sheriff's Autism Awareness Event,2025-04-26,10:00am - 8:00pm,Chancellor High School
Harrison Road ES Husky 1/2 mile event,2025-04-26,7:30am - 9:30am,Chancellor High School
Debate,2025-04-26,9:00am,Chancellor High School
Band,2025-04-27,8:00pm - 7:00pm,Chancellor High School
Football,2025-04-28,2:30pm - 4:00pm,Chancellor High School
Track,2025-04-28,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-28,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-28,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-28,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-04-28,4:00pm,Chancellor High School
Tennis,2025-04-28,4:00pm,Chancellor High School
Baseball,2025-04-28,5:00pm,Chancellor High School
Softball,2025-04-28,5:00pm,Chancellor High School
Girls Soccer,2025-04-28,5:30pm - 8:30pm,Chancellor High School
Boosters- committee,2025-04-28,6:00pm,Chancellor High School
Boys Basketball,2025-04-28,7:00pm - 9:00pm,Chancellor High School
Tennis,2025-04-29,2:30pm - 5:00pm,Chancellor High School
Track,2025-04-29,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-04-29,5:00pm,Chancellor High School
Soccer,2025-04-29,5:30pm,Chancellor High School
Soccer,2025-04-29,5:30pm,Chancellor High School
Softball,2025-04-29,6:00pm,Chancellor High School
Girls Basketball,2025-04-29,6:00pm - 8:00pm,Chancellor High School
Baseball,2025-04-29,7:00pm,Chancellor High School
Soccer,2025-04-29,7:00pm,Chancellor High School
Soccer,2025-04-29,7:00pm,Chancellor High School
New Teacher meetings,2025-04-30,2:30pm - 3:30pm,Chancellor High School
Football,2025-04-30,2:30pm - 4:00pm,Chancellor High School
Baseball,2025-04-30,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-04-30,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-04-30,2:30pm - 5:30pm,Chancellor High School
Softball,2025-04-30,2:30pm - 5:30pm,Chancellor High School
Outdoor Track,2025-04-30,4:00pm,Chancellor High School
Tennis,2025-04-30,4:00pm,Chancellor High School
Tennis,2025-04-30,4:00pm,Chancellor High School
Outdoor Track,2025-04-30,4:30pm,Chancellor High School
Outdoor Track,2025-04-30,4:30pm,Chancellor High School
Girls Soccer,2025-04-30,5:30pm - 8:30pm,Chancellor High School
Boys Basketball,2025-04-30,7:00pm - 9:00pm,Chancellor High School
Chorus trip,2025-05-01,11:45am - 2:00pm,Chancellor High School
Football,2025-05-01,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-01,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-01,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-01,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-01,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-05-01,5:30pm - 8:30pm,Chancellor High School
Softball,2025-05-01,6:00pm,Chancellor High School
Girls Basketball,2025-05-01,6:00pm - 8:00pm,Chancellor High School
Tennis,2025-05-02,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-02,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-02,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-02,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-02,4:00pm,Chancellor High School
Baseball,2025-05-02,5:00pm,Chancellor High School
Softball,2025-05-02,5:00pm,Chancellor High School
Soccer,2025-05-02,5:30pm,Chancellor High School
Soccer,2025-05-02,5:30pm,Chancellor High School
Soccer,2025-05-02,7:00pm,Chancellor High School
Soccer,2025-05-02,7:00pm,Chancellor High School
Chancellor Athletics Golf Tournament,2025-05-02,8:00am - 3:00pm,Chancellor High School
Senior class Trip,2025-05-02,8:00am - 4:00pm,Chancellor High School
Prom,2025-05-03,6:00pm - 10:00pm,Chancellor High School
Football,2025-05-05,2:30pm - 4:00pm,Chancellor High School
Track,2025-05-05,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-05,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-05,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-05,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-05,4:00pm,Chancellor High School
Tennis,2025-05-05,4:00pm,Chancellor High School
Girls Soccer,2025-05-05,5:30pm - 8:30pm,Chancellor High School
Boys Basketball,2025-05-05,7:00pm - 9:00pm,Chancellor High School
Cybersecurity,2025-05-05,9:30am - 12:00pm,Chancellor High School
Tennis,2025-05-06,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-06,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-06,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-06,4:00pm,Chancellor High School
Tennis,2025-05-06,4:00pm,Chancellor High School
Cheer,2025-05-06,4:00pm - 5:30pm,Chancellor High School
Chorus trip,2025-05-06,4:30pm - 8:00pm,Chancellor High School
Baseball,2025-05-06,5:00pm,Chancellor High School
Softball,2025-05-06,5:00pm,Chancellor High School
Soccer,2025-05-06,5:30pm,Chancellor High School
Soccer,2025-05-06,5:30pm,Chancellor High School
Girls Basketball,2025-05-06,6:00pm - 8:00pm,Chancellor High School
Soccer,2025-05-06,7:00pm,Chancellor High School
Soccer,2025-05-06,7:00pm,Chancellor High School
New Teacher meetings,2025-05-07,2:30pm - 3:30pm,Chancellor High School
Football,2025-05-07,2:30pm - 4:00pm,Chancellor High School
Baseball,2025-05-07,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-07,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-07,2:30pm - 5:30pm,Chancellor High School
JROTC,2025-05-07,3:00pm - 9:00pm,Chancellor High School
Tennis,2025-05-07,4:00pm,Chancellor High School
Tennis,2025-05-07,4:00pm,Chancellor High School
Outdoor Track,2025-05-07,4:30pm,Chancellor High School
Outdoor Track,2025-05-07,4:30pm,Chancellor High School
Baseball,2025-05-07,5:00pm,Chancellor High School
Softball,2025-05-07,5:00pm,Chancellor High School
Girls Soccer,2025-05-07,5:30pm - 8:30pm,Chancellor High School
Boys Basketball,2025-05-07,7:00pm - 9:00pm,Chancellor High School
Field Trip,2025-05-07,9:00am - 2:00pm,Chancellor High School
Football,2025-05-08,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-08,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-08,2:30pm - 5:00pm,Chancellor High School
Guidance Office,2025-05-08,3:00pm - 10:00pm,Chancellor High School
Cheer,2025-05-08,4:00pm - 5:30pm,Chancellor High School
Baseball,2025-05-08,4:30pm,Chancellor High School
Soccer,2025-05-08,5:30pm,Chancellor High School
Soccer,2025-05-08,5:30pm,Chancellor High School
Baseball,2025-05-08,6:00pm,Chancellor High School
Softball,2025-05-08,6:00pm,Chancellor High School
Soccer,2025-05-08,7:00pm,Chancellor High School
Soccer,2025-05-08,7:00pm,Chancellor High School
Tennis,2025-05-09,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-09,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-09,5:00pm,Chancellor High School
Soccer,2025-05-09,5:30pm,Chancellor High School
Soccer,2025-05-09,5:30pm,Chancellor High School
Baseball,2025-05-09,6:00pm,Chancellor High School
Soccer,2025-05-09,7:00pm,Chancellor High School
Soccer,2025-05-09,7:00pm,Chancellor High School
Field Trip,2025-05-09,7:45am - 2:00pm,Chancellor High School
Guidance Office,2025-05-09,9:00am - 2:00pm,Chancellor High School
Outdoor Track,2025-05-10,9:00am,Chancellor High School
Outdoor Track,2025-05-10,9:00am,Chancellor High School
Football,2025-05-12,2:30pm - 4:00pm,Chancellor High School
Track,2025-05-12,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-12,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-12,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-05-12,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-12,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-12,4:00pm,Chancellor High School
Tennis,2025-05-12,4:00pm,Chancellor High School
Stadium closed - graduation setup,2025-05-12,7:00am - 11:00pm,Chancellor High School
Boosters- committee,2025-05-12,7:00pm,Chancellor High School
Boys Basketball,2025-05-12,7:00pm - 9:00pm,Chancellor High School
Senior class Trip,2025-05-12,8:30am - 10:00am,Chancellor High School
Track,2025-05-13,2:30pm - 5:00pm,Chancellor High School
Boys Soccer,2025-05-13,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-13,4:00pm,Chancellor High School
Tennis,2025-05-13,4:00pm,Chancellor High School
Cheer,2025-05-13,4:00pm - 5:30pm,Chancellor High School
ESOL,2025-05-13,4:00pm - 8:00pm,Chancellor High School
Baseball,2025-05-13,4:30pm,Chancellor High School
Soccer,2025-05-13,5:30pm,Chancellor High School
Softball,2025-05-13,6:00pm,Chancellor High School
Girls Basketball,2025-05-13,6:00pm - 8:00pm,Chancellor High School
Stadium closed - graduation setup,2025-05-13,7:00am - 11:00pm,Chancellor High School
Baseball,2025-05-13,7:00pm,Chancellor High School
Soccer,2025-05-13,7:00pm,Chancellor High School
Outdoor Track,2025-05-14,2:00pm,Chancellor High School
Outdoor Track,2025-05-14,2:00pm,Chancellor High School
New Teacher meetings,2025-05-14,2:30pm - 3:30pm,Chancellor High School
Football,2025-05-14,2:30pm - 4:00pm,Chancellor High School
Track,2025-05-14,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-14,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-14,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-05-14,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-14,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-14,4:00pm,Chancellor High School
Tennis,2025-05-14,4:00pm,Chancellor High School
Tennis,2025-05-14,4:00pm,Chancellor High School
Tennis,2025-05-14,4:00pm,Chancellor High School
ESOL,2025-05-14,6:00pm - 7:30pm,Chancellor High School
Stadium closed - graduation setup,2025-05-14,7:00am - 11:00pm,Chancellor High School
Boys Basketball,2025-05-14,7:00pm - 9:00pm,Chancellor High School
Football,2025-05-15,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-15,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-15,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-15,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-05-15,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-15,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-15,4:00pm,Chancellor High School
Tennis,2025-05-15,4:00pm,Chancellor High School
Cheer,2025-05-15,4:00pm - 5:30pm,Chancellor High School
Signing Day- Athletics,2025-05-15,5:00pm - 8:00pm,Chancellor High School
Girls Basketball,2025-05-15,6:00pm - 8:00pm,Chancellor High School
Stadium closed - graduation setup,2025-05-15,7:00am - 11:00pm,Chancellor High School
Soccer,2025-05-15,7:00pm,Chancellor High School
Field Trip,2025-05-15,7:45am - 4:30pm,Chancellor High School
Tennis,2025-05-16,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-16,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-16,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-16,2:30pm - 5:30pm,Chancellor High School
Girls Soccer,2025-05-16,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-16,2:30pm - 5:30pm,Chancellor High School
Stadium closed - graduation setup,2025-05-16,7:00am - 11:00pm,Chancellor High School
Graduation,2025-05-17,8:00am - 1:00pm,Chancellor High School
Outdoor Track,2025-05-19,2:00pm,Chancellor High School
Outdoor Track,2025-05-19,2:00pm,Chancellor High School
Football,2025-05-19,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-19,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-19,2:30pm - 5:00pm,Chancellor High School
Boys Soccer,2025-05-19,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-05-19,5:00pm,Chancellor High School
Girls Soccer,2025-05-19,5:30pm - 8:30pm,Chancellor High School
Baseball,2025-05-19,6:00pm,Chancellor High School
Softball,2025-05-19,6:00pm,Chancellor High School
Field Trip,2025-05-19,7:00am - 2:00pm,Chancellor High School
Boys Basketball,2025-05-19,7:00pm - 9:00pm,Chancellor High School
Tennis,2025-05-20,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-20,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-20,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-20,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-20,2:30pm - 5:30pm,Chancellor High School
Tennis,2025-05-20,4:00pm,Chancellor High School
Cheer,2025-05-20,4:00pm - 5:30pm,Chancellor High School
Cheer,2025-05-20,4:00pm - 6:00pm,Chancellor High School
Girls Soccer,2025-05-20,5:30pm - 8:30pm,Chancellor High School
Girls Basketball,2025-05-20,6:00pm - 8:00pm,Chancellor High School
Field Trip,2025-05-20,7:00am,Chancellor High School
Field Trip,2025-05-21,10:00am - 5:00pm,Chancellor High School
New Teacher meetings,2025-05-21,2:30pm - 3:30pm,Chancellor High School
Football,2025-05-21,2:30pm - 4:00pm,Chancellor High School
Girls Soccer,2025-05-21,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-21,2:30pm - 5:00pm,Chancellor High School
Tennis,2025-05-21,4:00pm,Chancellor High School
Cheer,2025-05-21,4:00pm - 6:00pm,Chancellor High School
Baseball,2025-05-21,6:00pm,Chancellor High School
Soccer,2025-05-21,6:00pm,Chancellor High School
Boys Basketball,2025-05-21,7:00pm - 9:00pm,Chancellor High School
Boys Soccer,2025-05-22,2:30pm - 4:00pm,Chancellor High School
Football,2025-05-22,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-22,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-22,2:30pm - 5:00pm,Chancellor High School
Cheer,2025-05-22,4:00pm - 5:30pm,Chancellor High School
Cheer,2025-05-22,4:00pm - 6:00pm,Chancellor High School
Football Player/Parent,2025-05-22,5:15pm,Chancellor High School
Girls Basketball,2025-05-22,6:00pm - 8:00pm,Chancellor High School
Outdoor Track,2025-05-23,2:00pm,Chancellor High School
Outdoor Track,2025-05-23,2:00pm,Chancellor High School
Tennis,2025-05-23,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-23,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-23,2:30pm - 5:30pm,Chancellor High School
Softball,2025-05-23,2:30pm - 5:30pm,Chancellor High School
Soccer,2025-05-23,5:30pm,Chancellor High School
Soccer,2025-05-23,7:00pm,Chancellor High School
Outdoor Track,2025-05-24,9:00am,Chancellor High School
Outdoor Track,2025-05-24,9:00am,Chancellor High School
Football,2025-05-26,2:30pm - 4:00pm,Chancellor High School
Tennis,2025-05-26,2:30pm - 5:00pm,Chancellor High School
Track,2025-05-26,2:30pm - 5:00pm,Chancellor High School
Baseball,2025-05-26,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2025-05-26,2:30pm - 5:30pm,Chancellor High School
